"toolName","id","category","route","currentStatus","inputType","outputType","processing","implementation","knownProblems","requiredFix","functionTest","uiTest","outputTest","downloadTest","mobileTest","errorHandlingTest","lastTestTime"
"Years Between Dates","years-between-dates","date-time-tools","/tools/years-between-dates","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Date + Days","date-plus-days","date-time-tools","/tools/date-plus-days","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Date - Days","date-minus-days","date-time-tools","/tools/date-minus-days","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Age Calculator Pro","age-calculator-plus","date-time-tools","/tools/age-calculator-plus","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Working Days Calculator","working-days-calculator","date-time-tools","/tools/working-days-calculator","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Business Days Calculator","business-days-calculator","date-time-tools","/tools/business-days-calculator","PARTIALLY WORKING","Date/time input","Date/time result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"BMI Calculator","bmi-calculator","health-tools","/tools/bmi-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"BMR Calculator","bmr-calculator","health-tools","/tools/bmr-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"TDEE Calculator","tdee-calculator","health-tools","/tools/tdee-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Calorie Calculator","calorie-calculator","nutrition-tools","/tools/calorie-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Calorie Deficit Calculator","calorie-deficit-calculator","nutrition-tools","/tools/calorie-deficit-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Calorie Surplus Calculator","calorie-surplus-calculator","nutrition-tools","/tools/calorie-surplus-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Maintenance Calories","maintenance-calories","nutrition-tools","/tools/maintenance-calories","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Weight Loss Calories","weight-loss-calorie-calculator","nutrition-tools","/tools/weight-loss-calorie-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Weight Gain Calories","weight-gain-calorie-calculator","nutrition-tools","/tools/weight-gain-calorie-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Protein Intake Calculator","protein-intake-calculator","nutrition-tools","/tools/protein-intake-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Carbohydrate Calculator","carbohydrate-calculator","nutrition-tools","/tools/carbohydrate-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Fat Intake Calculator","fat-intake-calculator","nutrition-tools","/tools/fat-intake-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Water Intake Estimator","water-intake-estimator","nutrition-tools","/tools/water-intake-estimator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Ideal Weight Calculator","ideal-weight-calculator","health-tools","/tools/ideal-weight-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Healthy Weight Range","healthy-weight-range-calculator","health-tools","/tools/healthy-weight-range-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Body Surface Area","body-surface-area-calculator","health-tools","/tools/body-surface-area-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Lean Body Mass Calculator","lean-body-mass-calculator","health-tools","/tools/lean-body-mass-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Heart Rate Zone Calculator","heart-rate-zone-calculator","health-tools","/tools/heart-rate-zone-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Target Heart Rate Calculator","target-heart-rate-calculator","health-tools","/tools/target-heart-rate-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pulse Counter","pulse-counter","health-tools","/tools/pulse-counter","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Simple Interest Calculator","simple-interest-calculator","finance-tools","/tools/simple-interest-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Compound Interest Calculator","compound-interest-calculator","finance-tools","/tools/compound-interest-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"EMI Calculator","emi-calculator","finance-tools","/tools/emi-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Loan Payment Calculator","loan-payment-calculator","finance-tools","/tools/loan-payment-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Savings Goal Calculator","savings-goal-calculator","finance-tools","/tools/savings-goal-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Investment Growth Calculator","investment-growth-calculator","finance-tools","/tools/investment-growth-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Profit Margin Calculator","profit-margin-calculator","finance-tools","/tools/profit-margin-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Percentage Change Calculator","percentage-change-calculator","finance-tools","/tools/percentage-change-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Budget Planner","budget-planner","finance-tools","/tools/budget-planner","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Salary Breakdown Calculator","salary-breakdown-calculator","finance-tools","/tools/salary-breakdown-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Loan Affordability Calculator","loan-affordability-calculator","finance-tools","/tools/loan-affordability-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Tip Calculator","tip-calculator","daily-life-tools","/tools/tip-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Bill Splitter","bill-splitter","daily-life-tools","/tools/bill-splitter","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Tax Calculator","tax-calculator","daily-life-tools","/tools/tax-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Fuel Cost Calculator","fuel-cost-calculator","daily-life-tools","/tools/fuel-cost-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Speed Distance Time Calculator","speed-distance-time","daily-life-tools","/tools/speed-distance-time","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Pace Calculator","pace-calculator","daily-life-tools","/tools/pace-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Running Pace Calculator","running-pace-calculator","daily-life-tools","/tools/running-pace-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Study Hours Calculator Pro","study-hours-calculator-plus","student-tools","/tools/study-hours-calculator-plus","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Percentage Calculator Pro","percentage-calculator-plus","student-tools","/tools/percentage-calculator-plus","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Marks Required Calculator","marks-required-calculator","student-tools","/tools/marks-required-calculator","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: UI, mobile.","PASS","NOT TESTED","PASS","N/A","NOT TESTED","PASS","2026-09-20 01:19 PKT"
"Smart Study Schedule Generator","smart-study-schedule-generator","productivity-tools","/tools/smart-study-schedule-generator","PARTIALLY WORKING","User entries / time","On-screen/local result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pakistan University GPA Calculator","pakistan-university-gpa-calculator","university-tools","/tools/pakistan-university-gpa-calculator","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./calculators/UniversitySpecificGpa","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"UOL GPA Calculator","uol-gpa-calculator","university-tools","/tools/uol-gpa-calculator","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./calculators/UniversitySpecificGpa","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"UCP GPA Calculator","ucp-gpa-calculator","university-tools","/tools/ucp-gpa-calculator","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./calculators/UniversitySpecificGpa","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Custom University GPA Calculator","custom-gpa-calculator","university-tools","/tools/custom-gpa-calculator","PARTIALLY WORKING","Form/text input","Calculated/text result","browser","./calculators/UniversitySpecificGpa","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"SHA-256 Hash Generator","hash-generator","developer-tools","/tools/hash-generator","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"HEX to RGB Converter","color-converter","developer-tools","/tools/color-converter","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"RGB to HEX","rgb-to-hex","developer-tools","/tools/rgb-to-hex","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"HEX to RGB","hex-to-rgb","developer-tools","/tools/hex-to-rgb","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"HTML Escape","html-escape","developer-tools","/tools/html-escape","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"HTML Unescape","html-unescape","developer-tools","/tools/html-unescape","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Lorem Ipsum Generator","lorem-ipsum-generator","developer-tools","/tools/lorem-ipsum-generator","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Unix Timestamp Converter Pro","unix-timestamp-converter-plus","developer-tools","/tools/unix-timestamp-converter-plus","PARTIALLY WORKING","Text / code / structured data","Text / code result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Metadata Viewer","image-metadata-viewer","image-tools","/tools/image-metadata-viewer","PARTIALLY WORKING","Image","Metadata","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Metadata Remover","image-metadata-remover","image-tools","/tools/image-metadata-remover","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"World Clock","world-clock","world-tools","/tools/world-clock","PARTIALLY WORKING","User input","Result","browser","./reference/WorldClock","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Time Zone Converter","time-zone-converter","converter-tools","/convert/time-zone","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pregnancy Due Date Calculator","pregnancy-due-date-calculator","health-tools","/tools/pregnancy-due-date-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Internet Data Usage Calculator","internet-data-usage-calculator","daily-life-tools","/tools/internet-data-usage-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"PDF Repair & Validate","pdf-repair","pdf-tools","/tools/pdf-repair","PARTIALLY WORKING","PDF","PDF","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending. Repair is parse-and-re-save normalization; unreadable/severely corrupted PDFs cannot be recovered in-browser.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"PDF Metadata Editor","pdf-metadata-editor","pdf-tools","/tools/pdf-metadata-editor","PARTIALLY WORKING","PDF","PDF","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
